person_id,name,alternate_names,sex,race,age,date_of_death,active_duty,veteran,military_service_details,occupation,occupation_sectors,prisoner,incident_id,case_abstract,incident_date,incident_date_approx,incident_year_range_beg,incident_year_range_end,city,county,state,geonames_id_city,geonames_id_county,geonames_id_state,location_type,allegation_against_victim,perp_group_police,perp_group_posse,perp_group_mob,perp_group_hate,coroner_inquest,exoneration,grand_jury,charge,arrest,trial,conviction,sentence,case_id_fbi,case_id_doj,alleged_perpetrators
190,Dan Carter Sanders,,m,African American,26,11/18/46,,TRUE,World War II,saw mill worker,industrial / resource extraction,,897,"Dan Carter Sanders, 26, a sawmill worker and WWII veteran, was killed in 1946 by Bobby Johnson, age 16, in Johnston County, North Carolina. Sanders and an unidentified person had allegedly stolen hound dogs from Johnson’s yard, frightening Johnson’s mother. Johnson, his father Robert Johnson, Lester Phillips, Russell Hatcher, and R.H. Stephenson organized to go after Sanders on foot and by car. As Sanders fled from them, Johnson fatally shot him. Grand jury declined to indict. An essay on this case, researched and authored by a CRRJ student, is available on request. 
",11/18/46,,1946,1946,,Johnston County,North Carolina,,4473631,4482348,unknown - rural,stealing dogs,,,,,TRUE,,TRUE,,TRUE,,,,,,Bobby Johnson
928,Robert Melker,Robert Walker,m,African American,23,4/13/41,,,,farmer and/or textile worker ,industrial / resource extraction||agricultural,,898,"Robert Melker (1917 – 1941), a textile worker, was killed in Gaston County, North Carolina. Melker was fatally shot in his home by four men following an altercation with a white man earlier that day. 
",4/13/41,,1941,1941,Cherryville,Gaston County,North Carolina,4460465,4467717,4482348,private space - domestic,having an altercation with a white man,,,,,,,,,TRUE,TRUE,TRUE,14-25 years each,,,Robert Sellers||Graham Dellinger||Haywood Dellinger||Fred Hudson
693,Laura Wood,Laura Woods||Laura Weed,f,African American,59,2/11/30,,,,domestic laborer and/or farmer,service||agricultural,,899,"Laura Wood (1870 - 1930), a farmer, was found dead near Barber, Rowan County, North Carolina. Wood was found hanging by a plow chain from a tree. It was initially suspected that Wood committed suicide but after an investigation, a coroner’s jury concluded that Wood was hanged after being rendered unconscious. Laura Wood’s husband, Neal Wood, said she left home for an engagement to help with laundering at a nearby house but did not show up. 
",2/11/30,,1930,1930,Barber,Rowan County,North Carolina,4453718,4489163,4482348,unknown - rural,,,,,,TRUE,TRUE,,,,,,,,,
153,Charlie L. Smith,Bud Smith||Charlie Smith,m,African American,36,11/23/47,,,,farmer,agricultural,,900,"Charlie L. Smith (1912-1947), a farmer, was killed in Angier, Harnett County, North Carolina. Smith reportedly got into an argument with a white man at a filling station. The man left the scene and returned with an armed mob. The mob struck an innocent passerby—Carl Cameron—then moved on in search of Smith. Smith was killed and his companion Daniel Bassford seriously wounded in a hail of bullets shot from a moving car. Governor R. Gregg Cherry refused to term the matter a lynching and refer it as such to the state Bureau of Investigation.
",11/22/47,,1947,1947,Angier,Harnett County,North Carolina,4452686,4470002,4482348,public space - rural,arguing with a white man,,,,,TRUE,TRUE,,,,,,,,,
323,Fletcher H. Melvin,"Fletcher Melvin||""Hunt""",m,African American,24,4/5/47,,,,hospital orderly,service,,901,"Fletcher H. Melvin, 24, a hospital orderly, was killed in 1947 by C. A. James, a train conductor, in Johnston County, North Carolina. While on a train ride to visit his parents, Melvin fell asleep and failed to comply when James ordered all the Black passengers to move to the Jim Crow car. James fatally shot Melvin, alleging that when he was awakened, Melvin objected to the order. A coroner’s jury took no action with respect to James.",4/5/47,,1947,1947,Smithfield,Johnston County,North Carolina,4492168,4473631,4482348,public conveyance,"refusing to move into a ""Negro coach""",,,,,TRUE,TRUE,,,,,,,,,C. A. James
352,Rudolph F. Simmons,Frederick Simmons,m,African American,33,5/25/53,,TRUE,World War II or Korean War,truck driver,transportation,,902,"Rudolph F. Simmons (1919-1953), a truck driver and WWII veteran, was killed by constable C.E. Moore in Coats, Harnett County, North Carolina. Simmons stabbed a bus driver with a knife after, according to some accounts, the bus driver insisted that he sit in the back of the bus. Simmons then fled, and was chased by Moore and an enraged mob. Simmons was fatally shot by Moore and beaten by the mob.",5/25/53,,1953,1953,Coats,Harnett County,North Carolina,4461169,4470002,4482348,private space - domestic,arguing; refusing to take the back seat on a bus,TRUE,,TRUE,,TRUE,TRUE,,,,,,,,144-54-39,C. E. Moore
834,Oliver Moore,,m,African American,,8/19/30,,,,tenant farmer,agricultural,,903,"Oliver Moore, age 29, a tenant farmer, was killed in 1930 by a lynch mob in Edgecombe County, North Carolina. Moore was accused of raping two white girls, Ethel Morgan, 7, and her sister Incille, 5, daughters of E.F. Morgan. Moore was in jail in the custody of deputy sheriff R.O. Watson when the mob seized him. His body was found hanging from a tree, riddled with bullets.",8/19/30,,1930,1930,,Wilson County,North Carolina,,4499428,4482348,private space - agricultural or industrial,assaulting two white girls; rape,,,TRUE,,TRUE,TRUE,,,,,,,,,
405,Govan Ward,"""Sweat""||Gowan Ward",m,African American,25,7/30/35,,,,,,,904,"Govan Ward, 25, was killed in 1935 by a lynch mob in Louisburg, Franklin County, North Carolina. According to a letter from the NAACP to President Roosevelt, Ward was “known to have been insane” and had a history of violence, and the authorities had failed to care for him. Before he was lynched, Ward was arrested for allegedly attacking his cousin and for killing a white farmer. Despite efforts by the NAACP and state authorities no one was held responsible. 
",7/30/35,,1935,1935,,Franklin County,North Carolina,,4467141,4482348,public space - rural,murdering a white man,TRUE,,TRUE,,TRUE,TRUE,,,,,,,,,John Howell||P. E. Dean||A. Fuller||Ira Weldon||John Wilson||J. T. Moore||William Y. Bickett||Robert Pleasants||J. E. Hight||R. W. Smithwick||O. Frazier
338,Frank Manning,Frank Manners||Richard Manning,m,African American,30,3/24/40,,,,,,,905,"Frank Manning, about 30, was killed in 1940 by police officer Pete Kellihan in Columbus County, North Carolina. Pete Kellihan, who had a long record of brutality against Black citizens, fatally shot the victim. Grand jury declined to indict.
",3/24/40,,1940,1940,Chadbourn,Columbus County,North Carolina,4460084,4461503,4482348,unknown - urban,,TRUE,,,,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE,,,,Pete Kellihan
533,James Dallberry,James Dolberry,m,African American,20,4/14/46,,,,farming,agricultural,,907,"Rosevelt Wilson, 35, a farmhand, died in 1946 in Scotland Neck Municipal jail, Halifax County, North Carolina. Wilson and three other Black men, Jesse Williams, 22, William Henry Hart, 30, and James Dolberry, 20, jailed on charges of intoxication, died in their cells from smoke from burning mattresses. It was suspected that the fire was caused by a lit cigarette. 

Jesse Williams (1924 - 1946), a farmer and veteran, died in Scotland Neck Municipal jail in Halifax County, North Carolina. Williams and three other Black men, Rosevelt Wilson, 40, William Henry Hart, 30, and James Dolberry, 20, jailed on charges of intoxication, died in their cells from smokes from burning mattresses. It was reported that the fire was caused by a lit cigarette.

Henry Hart (1905-1946), a farmer, died in jail in Scotland Neck, Halifax County, North Carolina. Hart and three other Black men—Roosevelt Wilson, 35, James Dallberry, 20, and Jesse Williams, 22—died in their jail cells by suffocation from a burning mattress. Coroner called it an accident caused by a match or cigarette of one of the men. Hart’s sister Lillian Hudson and Dallberry’s sister Evelena Debrew sought an investigation from the NAACP.

James Dallberry (1926-1946), a farmer, died in jail in Scotland Neck, Halifax County, North Carolina. Dallberry and three other Black men—Roosevelt Wilson, 35, William Henry Hart, 30, and Jesse Williams, 22—died in their jail cells by suffocation from a burning mattress. Coroner called it an accident caused by a match or cigarette of one of the men. Hart’s sister Lillian Hudson and Dallberry’s sister Evelena Debrew sought an investigation from the N",4/14/46,,1946,1946,Scotland Neck,Halifax County,North Carolina,4490606,4469619,4482348,carceral location,exhibiting drunkenness ,TRUE,,,,TRUE,TRUE,,,,,,,,,[given name unknown] Coggin||[given name unknown] Keeter||[given name unknown] Locke
592,Jesse Williams,,m,African American,22,4/14/46,,TRUE,,farming,agricultural,,907,"Rosevelt Wilson, 35, a farmhand, died in 1946 in Scotland Neck Municipal jail, Halifax County, North Carolina. Wilson and three other Black men, Jesse Williams, 22, William Henry Hart, 30, and James Dolberry, 20, jailed on charges of intoxication, died in their cells from smoke from burning mattresses. It was suspected that the fire was caused by a lit cigarette. 

Jesse Williams (1924 - 1946), a farmer and veteran, died in Scotland Neck Municipal jail in Halifax County, North Carolina. Williams and three other Black men, Rosevelt Wilson, 40, William Henry Hart, 30, and James Dolberry, 20, jailed on charges of intoxication, died in their cells from smokes from burning mattresses. It was reported that the fire was caused by a lit cigarette.

Henry Hart (1905-1946), a farmer, died in jail in Scotland Neck, Halifax County, North Carolina. Hart and three other Black men—Roosevelt Wilson, 35, James Dallberry, 20, and Jesse Williams, 22—died in their jail cells by suffocation from a burning mattress. Coroner called it an accident caused by a match or cigarette of one of the men. Hart’s sister Lillian Hudson and Dallberry’s sister Evelena Debrew sought an investigation from the NAACP.

James Dallberry (1926-1946), a farmer, died in jail in Scotland Neck, Halifax County, North Carolina. Dallberry and three other Black men—Roosevelt Wilson, 35, William Henry Hart, 30, and Jesse Williams, 22—died in their jail cells by suffocation from a burning mattress. Coroner called it an accident caused by a match or cigarette of one of the men. Hart’s sister Lillian Hudson and Dallberry’s sister Evelena Debrew sought an investigation from the N",4/14/46,,1946,1946,Scotland Neck,Halifax County,North Carolina,4490606,4469619,4482348,carceral location,exhibiting drunkenness ,TRUE,,,,TRUE,TRUE,,,,,,,,,[given name unknown] Coggin||[given name unknown] Keeter||[given name unknown] Locke
943,Roosevelt Wilson,Rosevelt Wilson,m,African American,35,4/14/46,,,,farm hand,agricultural,,907,"Rosevelt Wilson, 35, a farmhand, died in 1946 in Scotland Neck Municipal jail, Halifax County, North Carolina. Wilson and three other Black men, Jesse Williams, 22, William Henry Hart, 30, and James Dolberry, 20, jailed on charges of intoxication, died in their cells from smoke from burning mattresses. It was suspected that the fire was caused by a lit cigarette. 

Jesse Williams (1924 - 1946), a farmer and veteran, died in Scotland Neck Municipal jail in Halifax County, North Carolina. Williams and three other Black men, Rosevelt Wilson, 40, William Henry Hart, 30, and James Dolberry, 20, jailed on charges of intoxication, died in their cells from smokes from burning mattresses. It was reported that the fire was caused by a lit cigarette.

Henry Hart (1905-1946), a farmer, died in jail in Scotland Neck, Halifax County, North Carolina. Hart and three other Black men—Roosevelt Wilson, 35, James Dallberry, 20, and Jesse Williams, 22—died in their jail cells by suffocation from a burning mattress. Coroner called it an accident caused by a match or cigarette of one of the men. Hart’s sister Lillian Hudson and Dallberry’s sister Evelena Debrew sought an investigation from the NAACP.

James Dallberry (1926-1946), a farmer, died in jail in Scotland Neck, Halifax County, North Carolina. Dallberry and three other Black men—Roosevelt Wilson, 35, William Henry Hart, 30, and Jesse Williams, 22—died in their jail cells by suffocation from a burning mattress. Coroner called it an accident caused by a match or cigarette of one of the men. Hart’s sister Lillian Hudson and Dallberry’s sister Evelena Debrew sought an investigation from the N",4/14/46,,1946,1946,Scotland Neck,Halifax County,North Carolina,4490606,4469619,4482348,carceral location,exhibiting drunkenness ,TRUE,,,,TRUE,TRUE,,,,,,,,,[given name unknown] Coggin||[given name unknown] Keeter||[given name unknown] Locke
1105,Henry Hart,William Henry Hart,m,African American,41,4/14/46,,,,farmer,agricultural,,907,"Rosevelt Wilson, 35, a farmhand, died in 1946 in Scotland Neck Municipal jail, Halifax County, North Carolina. Wilson and three other Black men, Jesse Williams, 22, William Henry Hart, 30, and James Dolberry, 20, jailed on charges of intoxication, died in their cells from smoke from burning mattresses. It was suspected that the fire was caused by a lit cigarette. 

Jesse Williams (1924 - 1946), a farmer and veteran, died in Scotland Neck Municipal jail in Halifax County, North Carolina. Williams and three other Black men, Rosevelt Wilson, 40, William Henry Hart, 30, and James Dolberry, 20, jailed on charges of intoxication, died in their cells from smokes from burning mattresses. It was reported that the fire was caused by a lit cigarette.

Henry Hart (1905-1946), a farmer, died in jail in Scotland Neck, Halifax County, North Carolina. Hart and three other Black men—Roosevelt Wilson, 35, James Dallberry, 20, and Jesse Williams, 22—died in their jail cells by suffocation from a burning mattress. Coroner called it an accident caused by a match or cigarette of one of the men. Hart’s sister Lillian Hudson and Dallberry’s sister Evelena Debrew sought an investigation from the NAACP.

James Dallberry (1926-1946), a farmer, died in jail in Scotland Neck, Halifax County, North Carolina. Dallberry and three other Black men—Roosevelt Wilson, 35, William Henry Hart, 30, and Jesse Williams, 22—died in their jail cells by suffocation from a burning mattress. Coroner called it an accident caused by a match or cigarette of one of the men. Hart’s sister Lillian Hudson and Dallberry’s sister Evelena Debrew sought an investigation from the N",4/14/46,,1946,1946,Scotland Neck,Halifax County,North Carolina,4490606,4469619,4482348,carceral location,exhibiting drunkenness ,TRUE,,,,TRUE,TRUE,,,,,,,,,[given name unknown] Coggin||[given name unknown] Keeter||[given name unknown] Locke
